startTime,open,high,low,close,endTime,volume
1722816000000,5267271,5280077,4535756,4696320,1722859199999,52489.186
1722859200000,4695213,5083008,4531117,4942044,1722902399999,29635.861
1722902400000,4940882,5147699,4934897,5051102,1722945599999,9196.904
1722945600000,5051844,5219307,4975304,5100918,1722988799999,12329.827
1722988800000,5099279,5229448,5057118,5148181,1723031999999,6966.224
1723032000000,5147449,5187188,4877396,4919967,1723075199999,9871.029
1723075200000,4920360,5132452,4878798,5099247,1723118399999,6695.032
1723118400000,5100546,5584030,5045571,5489075,1723161599999,14217.581
1723161600000,5488853,5494620,5354276,5397049,1723204799999,4808.746
1723204800000,5397138,5438621,5297307,5414930,1723247999999,8488.857
1723248000000,5414511,5471222,5360542,5420990,1723291199999,2776.573
1723291200000,5421427,5445768,5374070,5420367,1723334399999,1875.417
1723334400000,5420626,5505816,5376321,5398144,1723377599999,2638.621
1723377600000,5397984,5405958,5186707,5224808,1723420799999,5715.130
1723420800000,5224087,5360415,5124558,5349696,1723463999999,6531.882
1723464000000,5350385,5440431,5175969,5328732,1723507199999,11525.198
1723507200000,5328562,5380251,5244168,5282477,1723550399999,3539.115
1723550400000,5282683,5529337,5270183,5439007,1723593599999,8185.197
1723593600000,5440920,5516675,5425016,5503510,1723636799999,3011.058
1723636800000,5502783,5554310,5244859,5268207,1723679999999,9323.860
1723680000000,5267139,5301254,5179790,5273649,1723723199999,4596.491
1723723200000,5272814,5373273,5034153,5165270,1723766399999,11283.237
1723766400000,5165054,5268207,5124509,5244042,1723809599999,3477.442
1723809600000,5242929,5371441,5163806,5287029,1723852799999,7376.864
1723852800000,5286302,5340766,5279549,5308770,1723895999999,1150.846
1723896000000,5308070,5359597,5305591,5341421,1723939199999,1154.747
1723939200000,5341331,5409597,5319393,5388171,1723982399999,2546.740
1723982400000,5387812,5410810,5243171,5244159,1724025599999,2817.851
1724025600000,5244159,5276442,5188375,5242111,1724068799999,3824.589
1724068800000,5242058,5352880,5213196,5336455,1724111999999,4063.964
1724112000000,5336832,5514681,5329720,5434463,1724155199999,5206.716
1724155200000,5435325,5473867,5255061,5257556,1724198399999,8493.230
1724198400000,5256505,5301735,5222946,5252121,1724241599999,2556.101
1724241600000,5252121,5471840,5206588,5411333,1724284799999,8928.433
1724284800000,5411333,5434086,5285043,5427732,1724327999999,3364.789
1724328000000,5427732,5433378,5317054,5342321,1724371199999,4768.802
1724371200000,5342852,5429298,5338719,5373243,1724414399999,2695.497
1724414400000,5374048,5739001,5373375,5656123,1724457599999,13377.966
1724457600000,5657271,5696489,5618997,5643135,1724500799999,2312.085
1724500800000,5643850,5691580,5610998,5665252,1724543999999,2370.057
1724544000000,5664537,5702457,5632553,5641405,1724587199999,2032.580
1724587200000,5640690,5743450,5634174,5670518,1724630399999,2050.604
1724630400000,5670567,5693858,5579425,5637405,1724673599999,2791.957
1724673600000,5636805,5647303,5543827,5547455,1724716799999,5488.024
1724716800000,5547323,5580149,5479551,5494005,1724759999999,4298.834
1724760000000,5494005,5497748,5143521,5227447,1724803199999,12244.907
1724803200000,5227350,5298780,5148801,5271904,1724846399999,6458.189
1724846400000,5271904,5293104,5088653,5194095,1724889599999,10288.654
1724889600000,5193505,5321475,5178554,5284444,1724932799999,2972.755
1724932800000,5284295,5382116,5165609,5221287,1724975999999,6723.829
1724976000000,5220864,5249376,5161368,5225220,1725019199999,3163.719
1725019200000,5225264,5271667,5078830,5229315,1725062399999,7580.500
1725062400000,5230041,5259290,5203446,5230147,1725105599999,1159.105
1725105600000,5230147,5240935,5195968,5216270,1725148799999,1204.571
1725148800000,5216067,5226279,5109026,5150833,1725191999999,2914.040
1725192000000,5150541,5200712,5060000,5068980,1725235199999,5261.751
1725235200000,5066944,5189800,5052678,5167223,1725278399999,4591.512
1725278400000,5167940,5257254,5139204,5231165,1725321599999,3694.721
1725321600000,5230448,5292141,5193057,5224580,1725364799999,2474.516
1725364800000,5225297,5250909,5077237,5083219,1725407999999,5789.640
1725408000000,5083219,5124504,4913512,5002631,1725451199999,5419.321
1725451200000,5002631,5177604,4968249,5127505,1725494399999,6446.866
1725494400000,5128540,5159825,5001516,5014490,1725537599999,3659.668
1725537600000,5014198,5071758,4920000,4967753,1725580799999,8078.104
1725580800000,4967753,5029783,4888218,4952930,1725623999999,4608.661
1725624000000,4952018,5042669,4675294,4802018,1725667199999,16929.458
1725667200000,4801759,4850030,4782861,4835593,1725710399999,2781.237
1725710400000,4834863,4896380,4813785,4844242,1725753599999,2844.371
1725753600000,4845298,4895203,4826888,4880999,1725796799999,1622.153
1725796800000,4880811,4949010,4796288,4908172,1725839999999,4699.781
1725840000000,4908986,4970258,4882610,4936649,1725883199999,3856.338
1725883200000,4936685,5168195,4891777,5074798,1725926399999,9018.949
1725926400000,5074896,5112146,5017657,5101721,1725969599999,2675.060
1725969600000,5100981,5148896,5037394,5087385,1726012799999,7263.114
1726012800000,5087156,5090993,4933509,4996218,1726055999999,4876.383
1726056000000,4995338,5100815,4885496,5044530,1726099199999,7923.499
1726099200000,5042999,5145413,5042497,5113686,1726142399999,3515.529
1726142400000,5112954,5157542,5048738,5128226,1726185599999,6431.425
1726185600000,5127396,5147579,5093155,5105457,1726228799999,1769.000
1726228800000,5105960,5350783,5083527,5339046,1726271999999,7999.165
1726272000000,5340882,5350377,5238480,5248439,1726315199999,1526.869
1726315200000,5247437,5285805,5219142,5272058,1726358399999,1810.690
1726358400000,5273209,5297619,5261299,5272647,1726401599999,673.593
1726401600000,5272410,5307306,5156610,5194978,1726444799999,3972.585
