startTime,open,high,low,close,endTime,volume
1727560200000,5676476,5679461,5676226,5676606,1727560499999,2.440
1727560500000,5676606,5681710,5676113,5681710,1727560799999,5.705
1727560800000,5682056,5686208,5678509,5679539,1727561099999,8.727
1727561100000,5680326,5682912,5671070,5675430,1727561399999,9.487
1727561400000,5674643,5678051,5671304,5677004,1727561699999,2.036
1727561700000,5676892,5681191,5676226,5681191,1727561999999,2.991
1727562000000,5680404,5684573,5680404,5681701,1727562299999,6.284
1727562300000,5681701,5685862,5681701,5683552,1727562599999,1.648
1727562600000,5683552,5687125,5679833,5687125,1727562899999,6.273
1727562900000,5687246,5689062,5684599,5686459,1727563199999,5.739
1727563200000,5686459,5688111,5682506,5683293,1727563499999,2.353
1727563500000,5683959,5687073,5683172,5685689,1727563799999,2.302
1727563800000,5685256,5687419,5683552,5683552,1727564099999,2.763
1727564100000,5684339,5684824,5680412,5680412,1727564399999,3.486
1727564400000,5680231,5681580,5678336,5680153,1727564699999,2.016
1727564700000,5679366,5680153,5677471,5679357,1727564999999,2.331
1727565000000,5679357,5679357,5676779,5676779,1727565299999,1.854
1727565300000,5676520,5677627,5676226,5677333,1727565599999,0.507
1727565600000,5677333,5679097,5674357,5674357,1727565899999,0.912
1727565900000,5674357,5677912,5674357,5677912,1727566199999,1.253
1727566200000,5678769,5681883,5677982,5680758,1727566499999,0.899
1727566500000,5680758,5681537,5679902,5680689,1727566799999,1.803
1727566800000,5681122,5683284,5680334,5683284,1727567099999,1.154
1727567100000,5683734,5696320,5682402,5692782,1727567399999,35.872
1727567400000,5691995,5706570,5691726,5700653,1727567699999,70.581
1727567700000,5700653,5702124,5695065,5695065,1727567999999,9.017
1727568000000,5695628,5698984,5694425,5694425,1727568299999,12.635
1727568300000,5695212,5698387,5690446,5693214,1727568599999,13.639
1727568600000,5693206,5696216,5692176,5695212,1727568899999,4.356
1727568900000,5694425,5702444,5692972,5699875,1727569199999,7.155
1727569200000,5698923,5706103,5698923,5705800,1727569499999,18.846
1727569500000,5705800,5707305,5697453,5699529,1727569799999,14.486
1727569800000,5698058,5698058,5688794,5689227,1727570099999,14.205
1727570100000,5690014,5694797,5689235,5690282,1727570399999,6.937
1727570400000,5690282,5691657,5685948,5686113,1727570699999,7.687
1727570700000,5687220,5690092,5676658,5688413,1727570999999,19.144
1727571000000,5687626,5689797,5679720,5681623,1727571299999,20.740
1727571300000,5681623,5687246,5678509,5681000,1727571599999,3.848
1727571600000,5680317,5687471,5680317,5686121,1727571899999,5.216
1727571900000,5685429,5688474,5682384,5683172,1727572199999,5.194
1727572200000,5683959,5685377,5680490,5680594,1727572499999,4.002
1727572500000,5681874,5684841,5678336,5684841,1727572799999,4.232
1727572800000,5684054,5691052,5683353,5687747,1727573099999,4.700
1727573100000,5688535,5690611,5685775,5687592,1727573399999,1.622
1727573400000,5686294,5690368,5686208,5686208,1727573699999,2.191
1727573700000,5687427,5687471,5681943,5687471,1727573999999,2.640
1727574000000,5686683,5687471,5682834,5685351,1727574299999,1.635
1727574300000,5685351,5691484,5685351,5691484,1727574599999,8.196
1727574600000,5691917,5695152,5691130,5694079,1727574899999,11.326
1727574900000,5694866,5697626,5693560,5695550,1727575199999,6.972
1727575200000,5695489,5696276,5691095,5694763,1727575499999,23.984
1727575500000,5694763,5697453,5692972,5695109,1727575799999,9.510
1727575800000,5695109,5700740,5694771,5697972,1727576099999,10.138
1727576100000,5696328,5700740,5692392,5700740,1727576399999,7.169
1727576400000,5699953,5702444,5698569,5701475,1727576699999,8.730
1727576700000,5700826,5700826,5695636,5697150,1727576999999,6.081
1727577000000,5698811,5700913,5694598,5694598,1727577299999,7.595
1727577300000,5694278,5695723,5691311,5694667,1727577599999,6.220
1727577600000,5694849,5696890,5693768,5694944,1727577899999,2.806
1727577900000,5694944,5700030,5693292,5698058,1727578199999,4.003
1727578200000,5697366,5697799,5694641,5694641,1727578499999,4.535
1727578500000,5695429,5695429,5691311,5692003,1727578799999,2.328
1727578800000,5691138,5692756,5687228,5690187,1727579099999,6.466
1727579100000,5689400,5689400,5686441,5687177,1727579399999,3.503
1727579400000,5688284,5689149,5686986,5687332,1727579699999,5.405
1727579700000,5687332,5688457,5682661,5687073,1727579999999,5.124
1727580000000,5687073,5690835,5686286,5689434,1727580299999,2.829
1727580300000,5688647,5692263,5688647,5691078,1727580599999,1.569
1727580600000,5691078,5692245,5687687,5688033,1727580899999,1.744
1727580900000,5687869,5692219,5687869,5690801,1727581199999,1.713
1727581200000,5690801,5692176,5689754,5691389,1727581499999,1.707
1727581500000,5690792,5692704,5689235,5690420,1727581799999,3.315
1727581800000,5690706,5691692,5689919,5690515,1727582099999,0.820
1727582100000,5690515,5691873,5690515,5690740,1727582399999,0.307
1727582400000,5691527,5691527,5687851,5687912,1727582699999,1.533
1727582700000,5687912,5688803,5683682,5687592,1727582999999,2.827
1727583000000,5687592,5687592,5683872,5684659,1727583299999,1.049
1727583300000,5683872,5685568,5683180,5683967,1727583599999,2.634
1727583600000,5683180,5684305,5680412,5683518,1727583899999,2.323
1727583900000,5683518,5686208,5682661,5685126,1727584199999,5.203
1727584200000,5685126,5685914,5681969,5681969,1727584499999,6.588
1727584500000,5681969,5684469,5680058,5683613,1727584799999,6.488
1727584800000,5683613,5685126,5682142,5683699,1727585099999,1.895
1727585100000,5683699,5683699,5679686,5681269,1727585399999,6.946
1727585400000,5682056,5682229,5679893,5682229,1727585699999,4.062
1727585700000,5681442,5686035,5681442,5684902,1727585999999,13.558
1727586000000,5684902,5685689,5682203,5683864,1727586299999,1.838
1727586300000,5684651,5686337,5683699,5684486,1727586599999,0.978
1727586600000,5683699,5685343,5682506,5682506,1727586899999,1.111
1727586900000,5682506,5684132,5682142,5682687,1727587199999,1.440
1727587200000,5682488,5687073,5682488,5684045,1727587499999,2.210
1727587500000,5683699,5686424,5683621,5684850,1727587799999,2.503
1727587800000,5684850,5684850,5669340,5671987,1727588099999,18.394
1727588100000,5672022,5674617,5670992,5671382,1727588399999,10.435
1727588400000,5672541,5674617,5669332,5669332,1727588699999,3.236
1727588700000,5669288,5671330,5665361,5667437,1727588999999,16.264
1727589000000,5667282,5672584,5667273,5671684,1727589299999,5.495
1727589300000,5671416,5673579,5671079,5672619,1727589599999,5.200
1727589600000,5672108,5675957,5671800,5673362,1727589899999,20.805
1727589900000,5673362,5675957,5671935,5675170,1727590199999,3.083
1727590200000,5675170,5675577,5669859,5670032,1727590499999,5.037
1727590500000,5669513,5670932,5666918,5667852,1727590799999,15.483
